Printed SS-Horowitz Collection SS-Previous Collection Working-Leary     ,Printed,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,,,,,Max Decharne,11.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7675,2020.0,Straight from the Fridge, Dad
2010s        ,2010s,,,,,,,,,Michelle Newhart,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1136,2018.0,The Medicalization of Marijuana: Legitimacy, Stigma, and the Patient Experience
2000s GuestRoom2-5 Printed      ,2000s,Printed,GuestRoom2-5,,,,,,,Mitch Earleywine,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1842,2002.0,Understanding Marijuana
Opium Printed SS-Horowitz Collection SS-Previous Collection Working-Leary    ,Opium,SS-Horowitz Collection,Printed,Working-Leary,SS-Previous Collection,,,,,Nick Tosches,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7900,2002.0,The Last Opium Den
2000s GuestRoom5-1 Printed      ,2000s,Printed,GuestRoom5-1,,,,,,,Jason King,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/2014,2001.0,The Cannabible
2000s GuestRoom1-4 Printed Psychology Ram Dass Spirituality   ,2000s,Printed,GuestRoom1-4,Ram Dass,Psychology,,Spirituality,,,Ram Dass,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1144,2001.0,Still Here: Embracing Aging, Changing, and Dying
2000s GuestRoom2-1 Printed      ,2000s,Printed,GuestRoom2-1,,,,,,,Susan Kuklin,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1391,2001.0,Trial
City Lights Pocket Poets Series Printed SS-Horowitz Collection SS-Previous Collection Working-Leary    ,City Lights Pocket Poets Series,SS-Horowitz Collection,Printed,Working-Leary,SS-Previous Collection,,,,,Anne Waldman,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7905,2001.0,Chants & Essays
2000s Cabinet 7 Row 3 GuestRoom7-3 Printed     ,2000s,GuestRoom7-3,Cabinet 7 Row 3,,Printed,,,,,Lisa Law,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1356,2000.0,Flashing on the 60s
1990s Comedy GuestRoom1-4 Paul Krassner Printed    ,1990s,GuestRoom1-4,Comedy,Printed,Paul Krassner,,,,,Harlan Ellison,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1486,1999.0,High Times Presents Paul Krassner's Pot Stories for the Soul
1990s Amazon Anthropology Peru Peruvian Indians Printed South America SS-Horowitz Collection SS-Previous Collection,1990s,Anthropology,Amazon,Peruvian Indians,Peru,South America,Printed,SS-Previous Collection,SS-Horowitz Collection,Jeremy Narby,1.0,Working-Leary,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7833,1999.0,The Cosmic Serpent
1990s GuestRoom6-1 Printed      ,1990s,Printed,GuestRoom6-1,,,,,,,Crown,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/2100,1999.0,Kovels Official Bottle Price List 3
1990s        ,1990s,,,,,,,,,Virginia Resner,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1786,1998.0,Shattered lives
1990s Acid LSD Printed SS-Horowitz Collection SS-Previous Collection Working-Leary  ,1990s,LSD,Acid,SS-Horowitz Collection,Printed,Working-Leary,SS-Previous Collection,,,David Black,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7631,1998.0,Acid: The Secret History of LSD
1990s Autobiography Biography GuestRoom2-4 Printed    ,1990s,Biography,Autobiography,Printed,GuestRoom2-4,,,,,Brian Barritt,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1192,1998.0,The Road of Excess: A Psychedelic Autobiography
1990s GuestRoom6-2 Printed      ,1990s,Printed,GuestRoom6-2,,,,,,,Kim Wozencraft,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1608,1998.0,Slam
1990s GuestRoom4-4 Printed      ,1990s,Printed,GuestRoom4-4,,,,,,,Nadia Solowij,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/2102,1998.0,Cannabis & Cognitive Functioning
1990s        ,1990s,,,,,,,,,Victor Van Kooten,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1623,1998.0,From Inside Out
1990s        ,1990s,,,,,,,,,Jeffrey A. Schaler Ph.D.,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1614,1998.0,Drugs
Printed SS-Horowitz Collection SS-Previous Collection Working-Leary     ,Printed,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,,,,,Alexander Shulgin,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7877,1997.0,Tihkal: The Continuation
Printed SS-Horowitz Collection SS-Previous Collection Working-Leary     ,Printed,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,,,,,Wade Davis,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7674,1997.0,The Serpent And the Rainbow
1990s        ,1990s,,,,,,,,,Rebecca Perry,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1605,1996.0,Marijuana Beer: How to Make Your Own Hi-Brew Beer
1990s Cactus GuestRoom1-3 Printed     ,1990s,GuestRoom1-3,Cactus,,Printed,,,,,Edward F. Anderson,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/2066,1996.0,Peyote: The Divine Cactus
1990s GuestRoom3-1 Printed      ,1990s,Printed,GuestRoom3-1,,,,,,,Jerry Capeci,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1377,1996.0,Gotti
1990s GuestRoom3-2 Printed      ,1990s,Printed,GuestRoom3-2,,,,,,,Jim Keith,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1709,1996.0,Okbomb!
1990s GuestRoom1-1 Printed      ,1990s,Printed,GuestRoom1-1,,,,,,,John Hulme,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/2041,1996.0,Baked Potatoes: a Pot Smoker's Guide to Film and Video
1990s Printed Psychedelic SS-Horowitz Collection SS-Previous Collection Working-Leary   ,1990s,Psychedelic,Printed,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,,,Prof John Miller,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7822,1995.0,White Rabbit: A Psychedelic Reader
1960s 1990s Beatles England GuestRoom6-2 John Lennon Music Printed ,1960s,Beatles,1990s,GuestRoom6-2,England,Music,John Lennon,,Printed,Mark Hertsgaard,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1746,1995.0,A Day in the Life: The Music and Artistry of the Beatles
1990s GuestRoom5-2 Printed      ,1990s,Printed,GuestRoom5-2,,,,,,,David Smith,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1452,1995.0,Drug Testing at Work: A Guide for Employers and Employees
1990s GuestRoom4-1 Printed      ,1990s,Printed,GuestRoom4-1,,,,,,,Earl Mindell,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1427,1994.0,Dr. Earl Mindell's Live Longer & Feel Better With Vitamins & Minerals
1990s GuestRoom7-1 Printed      ,1990s,Printed,GuestRoom7-1,,,,,,,Bao Ninh,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1716,1994.0,The Sorrow Of War
1990s Agriculture Economic Impact Environmental Impact GuestRoom5-1 Hemp Hemp Industries Legalization Marijuana,1990s,Economic Impact,Agriculture,GuestRoom5-1,Environmental Impact,Hemp Industries,Hemp,Marijuana,Legalization,Chris Conrad,1.0,Printed,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1274,1994.0,Hemp: Lifeline to the Future
1990s Amazon GuestRoom3-2 Mysticism Printed South America   ,1990s,GuestRoom3-2,Amazon,Printed,Mysticism,,South America,,,Terence Mckenna,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/2001,1992.0,The Archaic Revival
1990s        ,1990s,,,,,,,,,Judy Osburn,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1990,1991.0,Spectre of Forfeiture
1990s GuestRoom2-6 Hash Hasheesh Hashish Marihuana Marijuana Printed ,1990s,Hash,GuestRoom2-6,Hashish,Hasheesh,Marijuana,Marihuana,,Printed,A.C.M. Jansen,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1512,1991.0,Cannabis in Amsterdam: A Geography of Hashish and Marijuana
1990s NewHo Prnted      ,1990s,Prnted,NewHo,,,,,,,Thomas Peter Dykeman Elias,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1399,1990.0,Edible Wild Plants
1990s GuestRoom1-4 Printed      ,1990s,Printed,GuestRoom1-4,,,,,,,Abbie Hoffman,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1234,1990.0,The Best of Abbie Hoffman: Selections from "Revolution for the Hell of It", "Woodstock Nation", "Steal This Book" and New Writings
HannahBkShelf-33 Printed       ,HannahBkShelf-33,,Printed,,,,,,,Kevin B. Zeese,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6329,1990.0,The Great Issues of Drug Policy
1990s GuestRoom4-4 Marijuana Printed Therapy Treatment   ,1990s,Marijuana,GuestRoom4-4,Therapy,Printed,,Treatment,,,Robert C. Randall,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1443,1990.0,Cancer Treatment & Marijuana Therapy
1990s Alex Grey Art Printed SS-Horowitz Collection SS-Previous Collection Working-Leary  ,1990s,Art,Alex Grey,SS-Horowitz Collection,Printed,Working-Leary,SS-Previous Collection,,,Alex Grey,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7719,1990.0,The Visionary Art of Alex Grey
1980s Printed Robert Crumb SS-Horowitz Collection SS-Previous Collection Working-Leary   ,1980s,Robert Crumb,Printed,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,,,Robert Crumb,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7667,1989.0,The Complete Crumb Comics Vol. 4: Mr Sixties
Printed SS-Horowitz Collection SS-Previous Collection Working-Leary     ,Printed,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,,,,,William Deverell,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7679,1989.0,Mindfield
1980s        ,1980s,,,,,,,,,Sara Walden,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1401,1988.0,The Cocaine Wars
Baudelaire Club des Hachichins HannahBkShelf-53 Poetry Printed    ,Baudelaire,HannahBkShelf-53,Club des Hachichins,Printed,Poetry,,,,,Charles Baudelaire,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6076,1986.0,The Painter of Modern Life and Other Essays (A Da Capo paperback)
1980s Printed SS-Horowitz Collection SS-Previous Collection Working-Leary    ,1980s,SS-Horowitz Collection,Printed,Working-Leary,SS-Previous Collection,,,,,Anais Nin,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7838,1986.0,The Novel of the Future
1980s GuestRoom1-4 Printed Yippie     ,1980s,Printed,GuestRoom1-4,,Yippie,,,,,the New Yippie Book Collective],1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1937,1983.0,Blacklisted News, Secret History
1980s GuestRoom3-6 Printed      ,1980s,Printed,GuestRoom3-6,,,,,,,Jim Richardson,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1831,1981.0,Sinsemilla: Marijuana Flowers
Printed SS-Horowitz Collection SS-Previous Collection Working-Leary     ,Printed,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,,,,,R.E. Willette,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7889,1979.0,The Psychopharmacology of Hallucinogens
1960s 1970s New York New York City Printed SS-Horowitz Collection SS-Previous Collection Working-Leary ,1960s,New York,1970s,Printed,New York City,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,Klaus Lehnartz,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7788,1978.0,New York in the Sixties
1970s GuestRoom6-1 Printed      ,1970s,Printed,GuestRoom6-1,,,,,,,Jane Shadel Spillman,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1955,1976.0,Glassmaking, America's First Industry
Printed SS-Horowitz Collection SS-Previous Collection Working-Leary     ,Printed,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,,,,,Anne Gilbert,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7702,1975.0,Antique Hunting: A guide for Freaks and Fanciers
1970s GuestRoom1-4 Printed      ,1970s,Printed,GuestRoom1-4,,,,,,,C. Vann Woodward,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1721,1974.0,The Strange Career of Jim Crow (Galaxy Books)
1970s GuestRoom5-3 Printed      ,1970s,Printed,GuestRoom5-3,,,,,,,Eliot Hess,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1712,1973.0,The Munchies Eatbook
HannahBkShelf-33 Needs Photo Printed      ,HannahBkShelf-33,Printed,Needs Photo,,,,,,,John Cohen,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6285,1968.0,The Essential Lenny Bruce
2010s Agriculture Austria Cannabis Drug Policy Reform Food HannahBkShelf-54 Health Hemp,2010s,Austria,Agriculture,Drug Policy Reform,Cannabis,HannahBkShelf-54,Food,Hemp,Health,Michael Krawitz,1.0,Human Rights,Justice,Law,Printed,Vienna,,,,,,,http://cannabismuseum.com/omeka/api/items/6008,2019.0,Cannabis & Sustainable Development
2010s 2nd Edition Prison Timothy Leary     ,2010s,Prison,2nd Edition,,Timothy Leary,,,,,Timothy Leary ,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/8243,2019.0,Confessions of a Hope Fiend 
2010s HannahBkShelf-53 Printed      ,2010s,Printed,HannahBkShelf-53,,,,,,,William Bentley,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6078,2018.0,THC Medicinal Cannabis Oil Extraction: Strains, Methods, Uses, Dosage And Application
2010s HannahBkShelf-53 Printed      ,2010s,Printed,HannahBkShelf-53,,,,,,,Jason Porter Collinsworth,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6081,2018.0,The Doobieous Dictionary: The A-z Guide To All Things Cannabis
2010s HannahBkShelf-52 Printed      ,2010s,Printed,HannahBkShelf-52,,,,,,,Young,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6196,2018.0,The High Road: A Pot Grower's Journey From The Black Market To The Stock Market
2010s HannahBkShelf-54 Printed      ,2010s,Printed,HannahBkShelf-54,,,,,,,Bradbury,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6080,2017.0,The Cannafiles: Cannabis Journal
2010s Book Cannabis Extract Grow Handbook Marijuana Medicinal Plants,2010s,Cannabis,Book,Grow,Extract,Marijuana,Handbook,Plants,Medicinal,James Henderson ,1.0,Printed,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6221,2017.0,Cannabis Extracts
1st Edition 2010s Marihuana Marijuana Printed    ,1st Edition,Marihuana,2010s,Printed,Marijuana,,,,,Le Rouge Baron ,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6897,2017.0,Magick in Marihuana 
2010s Allen Ginsberg Beat Generation Printed SS-Horowitz Collection SS-Previous Collection Working-Leary  ,2010s,Beat Generation,Allen Ginsberg,SS-Horowitz Collection,Printed,Working-Leary,SS-Previous Collection,,,Allen Ginsberg,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7708,2017.0,a Literary History of the Beats
2010s Cannabis Cultivation Legalization Marijuana SS-Books Collection SS-Previous Collection  ,2010s,Cultivation,Cannabis,Marijuana,Legalization,SS-Previous Collection,SS-Books Collection,,,Santos O. Gonzalez,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/8858,2017.0,God Made Marijuana
1970s 2010s Brotherhood of Eternal Love California Crime Drugs HannahBkShelf-63 Hash Hasheesh,1970s,Brotherhood of Eternal Love,2010s,Crime,California,HannahBkShelf-63,Drugs,Hasheesh,Hash,Judiciary,1.0,Hashish,Marijuana,Printed,Smuggling,,,,,,,,http://cannabismuseum.com/omeka/api/items/6163,2016.0,Hashish Smuggling and Passport Fraud, the Brotherhood of Eternal Love: Hearing Before the Subcommittee to Investigate the Administration of the Intern (Paperback or Softback)
2010s Book Law Museum     ,2010s,Law,Book,,Museum,,,,,Julia Courtney,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/10114,2015.0,The Legal Guide for Museum Professionals
2010s GuestRoom4-4 Printed      ,2010s,Printed,GuestRoom4-4,,,,,,,Caroline Rance,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1875,2014.0,What the Apothecary Ordered
1980s 2010s Food and Drug Administration Politics Ronald Reagan    ,1980s,Food and Drug Administration,2010s,Ronald Reagan,Politics,,,,,Lucas Richert,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/5694,2014.0,Conservatism, Consumer Choice, and the Food and Drug Administration during the Reagan Era
2010s HannahBkShelf-54 Printed      ,2010s,Printed,HannahBkShelf-54,,,,,,,Robert Platshorn,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6107,2014.0,Greed And Evil
1920s 2010s Cannabis Cannabis Americana Cannabis Sativa Eli Lilly Extract Fluid Extracts HannahBkShelf-35,1920s,Cannabis,2010s,Cannabis Sativa,Cannabis Americana,Extract,Eli Lilly,HannahBkShelf-35,Fluid Extracts,Rob Callaway,1.0,History,Hypnotic,Needs Photo,Nervine,Parke Davis & Co.,Poison,Printed,Sativa,Sedative,,,http://cannabismuseum.com/omeka/api/items/6934,2012.0,A Brief History of the Use of Cannabis as an Anxiolytic, Hypnotic, Nervine, Relaxant, Sedative, and Soporific
2010s Cannabis Grow Periodic Table of Cannabis Strains    ,2010s,Grow,Cannabis,Strains,Periodic Table of Cannabis,,,,,Victoria Young,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6923,2011.0,The 50 Cannabis Strains Most Commonly Found at Dispensaries
2010s California Humboldt SS-Books Collection SS-Previous Collection    ,2010s,Humboldt,California,SS-Previous Collection,SS-Books Collection,,,,,Scott Holmquist,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/5973,2010.0,Chronic Freedom
2010s Bohemian Bulgaria Czech Fashion Folk Art Folk Costumes Hungarian Macedonia,2010s,Bulgaria,Bohemian,Fashion,Czech,Folk Costumes,Folk Art,Macedonia,Hungarian,Pepin,1.0,Printed,Romanian,Textile,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6990,2010.0,European Folk
1950s 2010s Islam Muslims Printed SS-Horowitz Collection SS-Previous Collection Working-Leary ,1950s,Islam,2010s,Printed,Muslims,SS-Previous Collection,SS-Horowitz Collection,,Working-Leary,Brion Gysin,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/7725,2010.0,Living with Islam
Cocaine Columbia Drugs HannahBkShelf-42 Needs Photo Printed South America Violence ,Cocaine,Drugs,Columbia,Needs Photo,HannahBkShelf-42,South America,Printed,,Violence,Roberto Escobar,1.0,,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/6182,2009.0,The Accountant's Story
2000s Crime Drugs Pot Printed Reefer TempREREScan TempREscan Thailand,2000s,Drugs,Crime,Printed,Pot,TempREREScan,Reefer,Thailand,TempREscan,Tony Thompson,1.0,Weed,,,,,,,,,,,http://cannabismuseum.com/omeka/api/items/1386,2008.0,Reefer Men
